Entity,Step,X_Coord,Y_Coord,Label
13,0,273.8369329840192,-268.9141572332847,0
13,1,274.1816669708815,-267.6712083979208,0
13,2,274.6385577266517,-267.932414721275,0
13,3,274.6344128832508,-267.96618697985883,0
13,4,275.5049615118967,-267.59731367287884,0
13,5,278.3267325356983,-271.3878190693009,0
13,6,276.6704265881817,-271.0431972252296,0
13,7,276.1737312752799,-270.9681470894206,0
13,8,266.49432581065275,-275.6147030448357,0
13,9,241.63142478141268,-280.7271954664541,0
13,10,212.3870017686349,-254.9184595107384,0
13,11,181.1999760186297,-219.9750048539978,0
13,12,147.454906221317,-182.9379808813228,0
13,13,115.35088147720234,-148.46553383973816,0
13,14,99.39419594637872,-133.12391140199446,0
13,15,82.65804749343074,-113.70137834837423,0
13,16,52.5741735981237,-81.32981618468824,0
13,17,19.59874770940923,-44.28551888459283,0
13,18,-15.31240282423238,-8.620619994569239,0
13,19,-36.96211797665112,14.152103022833868,0
13,20,-53.3762670427432,8.21845749822564,0
13,21,-77.31801649496398,-12.76257696625346,0
13,22,-88.84940634758905,-26.39653578662254,0
13,23,-96.882922271115,-21.432086155564,0
13,24,-95.14332833085766,-22.22648087701208,0
13,25,-93.3651780299342,-21.440140823628752,0
13,26,-90.04219717486221,-18.037909320507246,0
13,27,-90.67320651150656,-18.849994122981784,0
13,28,-88.62564592959068,-18.53982029172002,0
13,29,-91.77818708385811,-20.046675414789583,0
13,30,-91.86033230159336,-19.95604991876047,0
13,31,-92.96652593298892,-20.1032963606624,0
13,32,-96.44339312282904,-19.577945415969467,0
13,33,-96.59682262523944,-20.137231515712635,0
13,34,-94.71512607986692,-20.487660559242457,0
13,35,-93.44660673018896,-20.238300925792267,0
13,36,-94.91611357974476,-21.1350773202689,0
13,37,-98.77130433078332,-23.323854526636996,0
13,38,-95.88934680771972,-17.965179037100278,0
13,39,-96.00942815663105,-11.9659166487288,0
13,40,-98.78903878993958,-9.39783729343955,0
13,41,-103.3869205502603,-4.695960570743914,0
13,42,-106.29184356870252,-4.507620265647844,0
13,43,-103.94196450986678,-4.658791476369707,0
13,44,-99.4087915113621,-9.404314205882429,0
13,45,-92.3049948058999,-14.851301382511494,0
13,46,-84.96766750999662,-24.198702364563346,0
13,47,-86.02626343615341,-21.931598849571508,0
13,48,-86.66127248622098,-21.48666781814867,0
13,49,-86.69114347468128,-21.45371309210703,0
13,50,-85.05087608719455,-19.09649089596559,0
13,51,-60.9810673025443,1.730482336529242,0
13,52,-17.133992285512505,-3.773448654896984,0
13,53,21.18005535204818,-44.11282333529062,0
13,54,61.82482229723568,-89.27310271354169,0
13,55,108.7577727324392,-109.40378232182724,0
13,56,143.73371561873816,-75.22445268209763,0
13,57,169.4350407067885,-50.29229625114677,0
13,58,164.92537084212398,-29.21217129645737,0
13,59,127.79451499475796,10.128624514053191,0
13,60,77.74574469738677,64.65397988233629,0
13,61,26.403054306270448,121.23313505265368,0
13,62,-27.738151353686646,178.63735600831814,0
13,63,-84.62144863998921,239.5141072715022,0
13,64,-193.11387967231897,358.18424329893617,0
13,65,-223.63391553965675,393.65723610860937,0
13,66,-211.78670335794345,426.3069916975584,0
13,67,-140.97445764482026,491.8886934519304,0
13,68,-91.83523763963665,551.1522014688493,0
13,69,-117.72184202239478,580.4397696587889,0
13,70,-191.0847428374538,658.9605697301082,0
13,71,-260.42110410125457,729.9204232632522,0
17,0,-289.3984962948548,-111.0937271522081,0
17,1,-229.21058472074856,-71.20897645495073,0
17,2,-163.6440744486054,-24.2131499273693,0
17,3,-116.36974545530455,10.985878871868527,0
17,4,-104.9571426752151,22.17888359454836,0
17,5,-105.1369658027584,22.44992499321229,0
17,6,-105.11586973560831,22.404142087409973,0
17,7,-104.9728636605989,22.29074882570533,0
17,8,-104.97002390114,22.305318584706868,0
17,9,-104.85125808796704,22.26008127334696,0
17,10,-104.84212993555374,22.229904942488204,0
17,11,-104.753283903762,22.223684062989143,0
17,12,-104.71798904124148,22.25074995600214,0
17,13,-104.6559185938169,22.26117246208446,0
17,14,-104.64425511949985,22.28250869550829,0
17,15,-104.65023907543592,22.29031198143688,0
17,16,-104.64141535941395,22.297078454990604,0
17,17,-104.61778397237434,22.30280811544833,0
17,18,-104.60896025697932,22.30957458852128,0
17,19,-104.55287376602774,22.32780038188149,0
17,20,-104.49993147271718,22.36839922104041,0
17,21,-104.48512380075908,22.36736240866555,0
17,22,-104.41706939771193,22.36998162857888,0
17,23,-104.4110854417758,22.36217834265026,0
17,24,-104.39313357226676,22.33876848264664,0
17,25,-104.38147009732276,22.36010471655124,0
17,26,-104.33704708131518,22.356994276006844,0
17,27,-104.32822336592014,22.36376074907981,0
17,28,-98.65072133952242,26.965399392577027,0
17,29,-75.36080369710058,28.517303241065623,0
17,30,-51.18076918428278,0.713372675780672,0
17,31,-19.574026085360344,-39.00453758759826,0
17,32,10.61938539965494,-76.38604602913942,0
17,33,33.785466298321644,-96.80114175004368,0
17,34,50.10915048085103,-87.13349196116522,0
17,35,73.40559625832637,-71.64787512999038,0
17,36,97.30974555115633,-51.96622190239511,0
17,37,118.81497706165962,-37.85419913883253,0
17,38,123.11139298235966,-29.441556887717997,0
17,39,129.4542271111649,-25.122801429968877,0
17,40,130.0358836449033,-24.949383595724697,0
17,41,130.73864167347762,-25.463800528366008,0
17,42,111.70091131318604,-38.73694557728539,0
17,43,88.27663157659339,-45.17523105843149,0
17,44,75.53881987614132,-29.16768898133492,0
17,45,60.67903439479591,-9.954469851514864,0
17,46,44.667185110690106,10.779353309612246,0
17,47,24.045473527096448,34.1989281122735,0
17,48,8.867096089448456,58.66992180579728,0
17,49,-5.136998858709969,58.09238274328142,0
17,50,-13.026224344098804,32.748043024714114,0
17,51,3.3242998317926262,6.474435798236375,0
17,52,26.598111849573044,-18.39355042429131,0
17,53,44.10677365275976,-43.6922942850355,0
17,54,60.59023755445136,-64.54775083869245,0
17,55,71.37634130889965,-72.51005395263311,0
17,56,89.4871722954542,-59.17939295965192,0
17,57,113.17305442817585,-38.15328334634268,0
17,58,124.96546630673645,-23.124884556909933,0
17,59,111.2788406970022,-5.478052366417103,0
17,60,94.63522736762056,16.134431717566116,0
17,61,80.43101705323707,39.48126095425299,0
