Step,Entity,X_Coord,Y_Coord,Label
0,1,1.0,-2.0,0
0,2,2.0,8.0,0
0,3,1.0,7.0,0
0,4,1.0,-1.0,0
0,5,2.0,4.0,0
0,6,3.0,8.0,0
0,7,3.0,-5.0,0
0,8,1.0,4.0,0
0,9,3.0,-4.0,0
0,10,2.0,-5.0,0
0,11,3.0,4.0,0
0,12,2.0,8.0,0
0,13,3.0,2.0,0
0,14,2.0,-6.0,0
0,15,2.0,2.0,0
0,16,1.0,5.0,0
0,17,3.0,3.0,0
0,18,2.0,-4.0,0
0,19,2.0,4.0,0
0,20,2.0,4.0,0
0,21,1.0,7.0,0
0,22,3.0,2.0,0
0,23,1.0,-6.0,0
0,24,3.0,1.0,0
0,25,2.0,8.0,0
0,26,3.0,8.0,0
0,27,2.0,7.0,0
0,28,3.0,-4.0,0
0,29,1.0,8.0,0
0,30,2.0,2.0,0
0,31,2.0,8.0,0
0,32,1.0,1.0,0
0,33,3.0,-3.0,0
0,34,3.0,8.0,0
0,35,3.0,2.0,0
0,36,2.0,8.0,0
0,37,2.0,2.0,0
0,38,1.0,4.0,0
0,39,3.0,2.0,0
0,40,2.0,4.0,0
0,41,3.0,-3.0,0
0,42,2.0,-2.0,0
0,43,1.0,5.0,0
0,44,2.0,1.0,0
0,45,3.0,6.0,0
0,46,1.0,1.0,0
0,47,1.0,-5.0,0
0,48,3.0,3.0,0
0,49,2.0,-1.0,0
0,50,2.0,-2.0,0
0,51,2.0,-3.0,0
0,52,3.0,2.0,0
0,53,2.0,2.0,0
0,54,2.0,2.0,0
0,55,2.0,6.0,0
0,56,2.0,-3.0,0
0,57,1.0,-5.0,0
0,58,3.0,2.0,0
0,59,1.0,7.0,0
0,60,2.0,2.0,0
0,61,1.0,-6.0,0
0,62,3.0,8.0,0
0,63,1.0,-1.0,0
0,64,1.0,5.0,0
0,65,2.0,6.0,0
0,66,3.0,8.0,0
0,67,1.0,-5.0,0
0,68,2.0,-5.0,0
0,69,1.0,8.0,0
0,70,1.0,-6.0,0
0,71,3.0,8.0,0
0,72,2.0,-5.0,0
0,73,2.0,2.0,0
0,74,3.0,8.0,0
0,75,1.0,1.0,0
0,76,2.0,1.0,0
0,77,3.0,-1.0,0
0,78,1.0,-5.0,0
0,79,1.0,4.0,0
0,80,2.0,3.0,0
0,81,3.0,-5.0,0
0,82,1.0,2.0,0
0,83,1.0,-1.0,0
0,84,2.0,8.0,0
0,85,2.0,7.0,0
1,1,4.0,2.0,0
1,2,5.0,9.0,0
1,3,3.0,8.0,0
1,4,3.0,-2.0,0
1,5,5.0,5.0,0
1,6,6.0,6.0,0
1,7,5.0,-11.0,0
1,8,3.0,2.0,0
1,9,6.0,-5.0,0
1,10,5.0,3.0,0
1,11,6.0,2.0,0
1,12,5.0,15.0,0
1,13,4.0,6.0,0
1,14,3.0,-1.0,0
1,15,5.0,4.0,0
1,16,3.0,4.0,0
1,17,4.0,10.0,0
1,18,3.0,-8.0,0
1,19,4.0,11.0,0
1,20,3.0,10.0,0
1,21,2.0,9.0,0
1,22,5.0,3.0,0
1,23,2.0,-8.0,0
1,24,4.0,-4.0,0
1,25,5.0,11.0,0
1,26,4.0,7.0,0
1,27,3.0,6.0,0
1,28,6.0,1.0,0
1,29,4.0,9.0,0
1,30,5.0,-3.0,0
1,31,5.0,16.0,0
1,32,3.0,7.0,0
1,33,6.0,-5.0,0
1,34,5.0,3.0,0
1,35,5.0,-2.0,0
1,36,3.0,11.0,0
1,37,4.0,9.0,0
1,38,2.0,-2.0,0
1,39,4.0,6.0,0
1,40,4.0,7.0,0
1,41,6.0,3.0,0
1,42,5.0,0.0,0
1,43,3.0,4.0,0
1,44,3.0,3.0,0
1,45,4.0,14.0,0
1,46,4.0,0.0,0
1,47,2.0,1.0,0
1,48,6.0,0.0,0
1,49,4.0,4.0,0
1,50,3.0,-8.0,0
1,51,4.0,-5.0,0
1,52,4.0,6.0,0
1,53,4.0,0.0,0
1,54,5.0,4.0,0
1,55,5.0,1.0,0
1,56,5.0,5.0,0
1,57,4.0,-10.0,0
1,58,5.0,4.0,0
1,59,4.0,15.0,0
1,60,4.0,1.0,0
1,61,2.0,-12.0,0
1,62,4.0,9.0,0
1,63,2.0,0.0,0
1,64,4.0,8.0,0
1,65,4.0,4.0,0
1,66,5.0,11.0,0
1,67,4.0,2.0,0
1,68,5.0,1.0,0
1,69,3.0,6.0,0
1,70,4.0,-2.0,0
1,71,6.0,12.0,0
1,72,5.0,-7.0,0
1,73,4.0,1.0,0
1,74,4.0,14.0,0
1,75,3.0,-5.0,0
1,76,4.0,6.0,0
1,77,4.0,5.0,0
1,78,4.0,-4.0,0
1,79,3.0,3.0,0
1,80,4.0,2.0,0
1,81,6.0,-7.0,0
1,82,3.0,7.0,0
1,83,3.0,-5.0,0
1,84,5.0,4.0,0
1,85,4.0,8.0,0
2,1,7.0,-1.0,0
2,2,6.0,13.0,0
2,3,6.0,4.0,0
2,4,5.0,-4.0,0
2,5,6.0,9.0,0
2,6,9.0,5.0,0
2,7,7.0,-17.0,0
2,8,6.0,4.0,0
2,9,8.0,-8.0,0
2,10,6.0,-1.0,0
2,11,7.0,3.0,0
2,12,7.0,9.0,0
2,13,6.0,1.0,0
2,14,6.0,3.0,0
2,15,8.0,3.0,0
2,16,6.0,8.0,0
2,17,7.0,8.0,0
2,18,6.0,-10.0,0
2,19,7.0,12.0,0
2,20,6.0,6.0,0
2,21,3.0,15.0,0
2,22,7.0,8.0,0
2,23,4.0,-6.0,0
2,24,6.0,-10.0,0
2,25,8.0,6.0,0
2,26,5.0,6.0,0
2,27,4.0,3.0,0
2,28,7.0,6.0,0
2,29,6.0,14.0,0
2,30,6.0,-4.0,0
2,31,7.0,12.0,0
2,32,5.0,5.0,0
2,33,8.0,-7.0,0
2,34,6.0,2.0,0
2,35,7.0,-6.0,0
2,36,4.0,13.0,0
2,37,5.0,13.0,0
2,38,4.0,-1.0,0
2,39,6.0,11.0,0
2,40,7.0,13.0,0
2,41,7.0,-3.0,0
2,42,8.0,5.0,0
2,43,5.0,-1.0,0
2,44,4.0,0.0,0
2,45,7.0,21.0,0
2,46,7.0,-3.0,0
2,47,5.0,-2.0,0
2,48,7.0,8.0,0
2,49,5.0,6.0,0
2,50,6.0,-1.0,0
2,51,6.0,-9.0,0
2,52,5.0,5.0,0
2,53,5.0,4.0,0
2,54,8.0,6.0,0
2,55,8.0,0.0,0
2,56,8.0,0.0,0
2,57,6.0,-7.0,0
2,58,7.0,8.0,0
2,59,6.0,20.0,0
2,60,5.0,-3.0,0
2,61,5.0,-8.0,0
2,62,5.0,12.0,0
2,63,3.0,5.0,0
2,64,7.0,7.0,0
2,65,7.0,-1.0,0
2,66,8.0,18.0,0
2,67,7.0,8.0,0
2,68,6.0,7.0,0
2,69,4.0,11.0,0
2,70,7.0,1.0,0
2,71,7.0,11.0,0
2,72,8.0,-2.0,0
2,73,5.0,-4.0,0
2,74,6.0,22.0,0
2,75,4.0,-10.0,0
2,76,6.0,5.0,0
2,77,5.0,11.0,0
2,78,6.0,-1.0,0
2,79,6.0,1.0,0
2,80,6.0,9.0,0
2,81,8.0,-13.0,0
2,82,6.0,4.0,0
2,83,6.0,-4.0,0
2,84,6.0,2.0,0
2,85,5.0,12.0,0
3,1,8.0,5.0,0
3,2,9.0,9.0,0
3,3,9.0,7.0,0
3,4,7.0,-8.0,0
3,5,7.0,14.0,0
3,6,10.0,13.0,0
3,7,8.0,-21.0,0
3,8,8.0,11.0,0
3,9,9.0,-14.0,0
3,10,8.0,-3.0,0
3,11,8.0,1.0,0
3,12,10.0,11.0,0
3,13,9.0,0.0,0
3,14,7.0,-1.0,0
3,15,10.0,-1.0,0
3,16,8.0,6.0,0
3,17,9.0,14.0,0
3,18,7.0,-5.0,0
3,19,10.0,16.0,0
3,20,8.0,3.0,0
3,21,4.0,11.0,0
3,22,8.0,4.0,0
3,23,5.0,0.0,0
3,24,7.0,-8.0,0
3,25,9.0,9.0,0
3,26,7.0,0.0,0
3,27,5.0,-1.0,0
3,28,9.0,12.0,0
3,29,9.0,16.0,0
3,30,9.0,-1.0,0
3,31,10.0,20.0,0
