Timestep,Person,Nationality,Gender,X_Coord,Y_Coord,Target
0,1,German,female,3,7,0
0,2,Indian,male,3,3,1
0,3,Indian,male,3,-5,0
0,4,German,female,3,7,0
0,5,German,female,1,7,0
0,6,American,male,1,-2,0
0,7,African,female,2,1,0
0,8,Chinese,female,2,-2,1
0,9,American,male,2,-2,1
0,10,African,male,2,5,0
0,11,German,male,3,3,0
0,12,Indian,female,3,5,0
0,13,Chinese,female,3,-3,0
0,14,Indian,female,1,6,0
0,15,Chinese,female,1,-1,0
0,16,American,male,1,-2,0
0,17,Indian,male,2,2,0
0,18,Indian,female,1,5,0
0,19,American,female,3,3,0
0,20,Indian,male,3,4,1
0,21,Indian,male,3,4,0
0,22,African,female,3,-4,0
0,23,Indian,male,3,4,1
0,24,German,male,3,7,0
0,25,German,male,1,-1,0
0,26,Chinese,male,1,7,0
0,27,Indian,female,1,5,0
0,28,American,male,3,4,0
0,29,Chinese,female,3,-4,0
0,30,Indian,male,1,4,0
0,31,Indian,male,2,8,1
0,32,German,female,1,-6,1
0,33,German,male,2,6,0
0,34,Indian,male,1,3,0
0,35,Chinese,male,2,-1,1
0,36,Chinese,male,2,7,0
0,37,Indian,female,1,1,1
0,38,Chinese,female,3,-3,0
0,39,African,male,2,1,0
0,40,American,male,3,-4,0
0,41,German,male,2,4,0
0,42,Chinese,male,2,-6,0
0,43,Indian,female,3,4,0
0,44,Chinese,male,3,7,0
0,45,German,male,1,-3,0
0,46,Indian,female,2,-1,0
0,47,American,female,2,3,0
0,48,German,male,3,-3,0
0,49,Chinese,male,1,-5,0
0,50,Indian,female,2,1,0
0,51,German,female,3,6,0
0,52,German,female,2,-1,0
0,53,German,male,1,-5,0
0,54,American,male,2,1,0
0,55,Indian,female,2,3,0
0,56,German,male,3,6,1
0,57,German,female,1,3,0
0,58,Indian,female,1,-4,1
0,59,Chinese,female,3,-1,0
0,60,African,male,1,1,0
0,61,American,male,3,5,1
0,62,Indian,female,2,5,0
0,63,American,male,1,-5,0
0,64,African,male,2,-6,1
0,65,African,male,2,-2,0
0,66,African,female,3,-3,0
0,67,German,male,2,8,0
0,68,German,female,1,7,0
0,69,German,male,3,8,0
0,70,African,male,2,-3,0
0,71,Chinese,male,1,2,0
0,72,African,female,3,5,0
0,73,Indian,male,3,6,1
0,74,Chinese,female,2,-6,1
0,75,American,female,3,-3,0
0,76,American,female,3,8,0
0,77,African,male,2,-5,0
0,78,German,female,3,1,0
0,79,German,female,1,8,0
0,80,Chinese,female,3,7,0
0,81,Indian,female,3,-4,1
0,82,African,male,1,1,0
0,83,African,male,1,-6,0
0,84,Indian,male,2,-6,1
0,85,Chinese,male,1,1,0
0,86,Chinese,female,2,-4,0
0,87,African,female,1,5,0
0,88,Indian,male,1,4,0
0,89,Indian,female,1,6,0
0,90,German,male,3,1,0
0,91,Chinese,male,2,-3,0
0,92,African,female,1,8,1
0,93,Indian,female,3,-1,0
0,94,Chinese,male,3,5,0
0,95,Indian,female,3,-5,0
0,96,African,female,3,6,1
0,97,German,female,2,-3,0
0,98,Chinese,male,3,-3,0
0,99,African,male,3,3,1
0,100,Chinese,female,1,4,1
0,101,German,female,3,-3,0
0,102,African,female,1,7,0
0,103,Indian,female,2,6,0
0,104,Chinese,female,1,4,0
0,105,American,female,3,3,1
0,106,Chinese,male,3,5,0
0,107,American,female,3,-6,0
0,108,Indian,male,1,3,0
0,109,Indian,female,1,4,1
0,110,Indian,male,2,-4,0
0,111,German,female,1,-6,1
0,112,African,male,3,-2,0
0,113,Indian,female,2,-4,0
0,114,American,male,1,3,0
0,115,Chinese,male,1,4,1
0,116,Chinese,male,1,7,0
0,117,African,male,2,-5,0
0,118,Chinese,male,3,-1,1
0,119,American,female,3,6,0
0,120,Indian,female,2,-3,0
0,121,Indian,female,2,-2,0
0,122,African,male,1,2,0
0,123,Indian,female,1,5,0
0,124,American,female,3,-5,0
0,125,Chinese,male,1,2,0
0,126,American,female,3,7,0
0,127,African,male,1,7,0
0,128,German,male,2,6,0
0,129,Indian,male,2,4,0
0,130,African,female,3,8,0
0,131,American,female,1,2,0
0,132,African,male,2,7,1
