Step,Entity,X_Coord,Y_Coord,groundtruth,Label
0,18,-36.907481718337394,67.38208676630701,OnFoot,0
0,19,139.0306431150896,-77.86035292895632,OnFoot,0
0,22,-9.011754851844271,-103.58477754236972,OnFoot,0
0,29,63.98454684496711,-16.226995146591953,OnFoot,0
0,38,2.512340231059404,-5.52521228197808,OnFoot,1
0,53,-8.129334165656417,-84.77411485939936,OnFoot,0
0,54,-68.17214551731716,-40.81818468916985,Driving,0
0,56,-124.36613178889786,35.90001898207333,OnFoot,0
0,58,193.27153286266093,-263.8352698594414,OnFoot,0
0,60,-33.87981408917776,-4.656372352609676,OnFoot,1
0,66,114.2952191619637,99.6332606439092,OnFoot,0
0,90,-101.32850894017552,52.16430408834766,OnFoot,0
0,93,489.5868429423296,-326.55712733156304,Driving,0
0,94,117.68902554028335,94.29186867328237,OnFoot,0
0,96,2271.7278382991817,1865.7967389037308,Driving,0
0,116,-979.5624088931024,1763.4836862489256,Driving,0
0,123,17.59844736922728,-176.62849311265157,Driving,0
0,137,-0.8148302446592224,22.49884738710637,OnFoot,0
0,147,25.204676265890548,103.27338231003422,OnFoot,0
0,148,73.80687430357565,42.72015626661499,OnFoot,0
0,152,-161.6354845677213,-273.7798826558371,Driving,0
0,157,-891.0938402256611,-673.8847460977497,Driving,0
0,161,34.806306665188515,38.56499396730424,OnFoot,0
0,168,283.9410589204467,13.030156017116155,Driving,0
0,174,97.51715512585592,-52.53281463870294,Driving,0
0,176,-62.393915592261806,67.93243259211768,OnFoot,0
0,190,110.6147136982083,94.67508643840549,Driving,0
0,191,133.11698518629632,25.690809491392645,Driving,0
0,194,-3.035282015900444,-0.4301696962818571,OnFoot,1
0,195,8.233954311290443,9.143386885358575,OnFoot,0
0,198,392.50755369629326,243.2706620103405,OnFoot,0
0,204,-68.08369724162611,243.32009347523987,Driving,0
0,206,-171.28992212366617,-223.85031243302564,Driving,0
0,211,-78.00301392360402,106.02833397249772,OnFoot,0
0,215,21.435353374629848,-105.45019869179642,OnFoot,0
0,232,535.1848945207607,505.7769726072173,Driving,0
0,236,165.17650471148522,40.260095697220365,OnFoot,0
0,241,-164.560896622582,-50.359600953627606,OnFoot,0
0,246,-0.7549244082033655,0.715199261764909,OnFoot,1
0,247,-21.999914951018013,-21.902100696180486,Driving,0
0,251,-84.67075860672911,134.24838388098755,Driving,0
0,252,-99.77446464742766,109.1904879369951,Driving,0
0,255,275.9472664316549,-65.04493586246429,OnFoot,0
0,256,170.8154002952785,-18.57064311276704,Driving,0
0,258,-51.702787480625,-111.31522143433747,OnFoot,0
0,262,-37.64674094924524,20.30992592228686,Driving,0
0,267,-1837.2668314671173,-162.269282531751,Driving,0
0,289,268.95338400280497,31.718172073147976,OnFoot,0
0,301,-170.3137980821701,-126.0830574799326,OnFoot,0
0,312,39.05644798163171,-82.23159257370429,Driving,0
0,319,210.06397644990315,186.317644419968,OnFoot,0
0,320,-50.60779543092666,-251.5550573103293,OnFoot,0
0,323,-245.9752340086462,-273.18712806687785,OnFoot,0
0,339,-636.7190729555048,-323.9033520106449,OnFoot,0
0,343,267.88535551870905,-316.0931302573804,Driving,0
0,348,143.04443773241857,-181.68830431226127,Driving,0
0,356,-182.9069633270637,112.02389386321396,OnFoot,0
0,371,152.1782164862177,-47.95882343299678,OnFoot,1
0,394,26.633451049918264,439.1277441935159,Driving,0
0,399,-89.18099266825594,-14.025311114643149,Driving,0
0,401,23.42700199642081,-38.09690483841914,OnFoot,1
0,417,20.35444309306665,256.4797158911873,OnFoot,0
0,422,256.0459871572595,-400.2597806155438,OnFoot,0
0,436,134.719981151805,-4.617785399115547,OnFoot,0
0,443,-4415.271964564287,1031.8991234840994,Driving,0
0,444,-89.85369737810038,112.41457847488864,OnFoot,0
0,457,3.552982194928787,0.5877124892018504,OnFoot,1
0,460,-10.196448239067344,-70.52382016391178,OnFoot,0
0,463,-139.80972842846197,285.379582894089,Driving,0
0,471,-54.24229193470324,-44.169892244960245,Driving,0
0,472,-112.48537641663802,-176.96287921051606,Driving,0
0,478,-629.52059834044,-1298.5557298477124,Driving,0
0,482,-42.20242207336312,4.409910352976606,OnFoot,0
0,486,-111.26661672545922,56.23371525856746,Driving,0
0,488,-10.904155324597676,31.89205203514856,OnFoot,1
0,499,739.1832473282525,254.0027274948069,Driving,0
0,524,48.10582385378175,-22.93489345348637,OnFoot,0
0,531,-74.11530069110228,16.470687649687925,OnFoot,0
0,532,274.5213747573516,251.13179088328752,OnFoot,0
0,540,-62.24613116162331,140.67544416121618,OnFoot,0
0,573,-45.66060813077691,4.217530274101407,Driving,0
0,574,102.4059108792035,7.733051177158892,OnFoot,0
0,588,-55.42373172017686,53.332796524544406,OnFoot,0
0,590,20.33860914941477,41.35369174300973,OnFoot,0
0,600,-71.20035500436117,-59.09213173446454,Driving,0
0,601,-54.61700301649164,-81.5215921103661,OnFoot,0
0,602,1890.934992630337,-1765.4959787938633,Driving,0
0,616,-1956.406628575632,607.7223701009511,Driving,0
0,619,105.403492537099,134.52847696673834,Driving,0
0,621,201.1077840753409,-76.0317015058167,OnFoot,0
0,626,-104.59729544356335,-55.87313604737204,OnFoot,0
0,629,10.118767249348393,31.43803551883748,OnFoot,0
0,630,95.37152872862004,9.911557762356502,OnFoot,0
0,634,-143.40625481279983,-62.597622736264086,Driving,0
0,636,1717.0059181396211,-3218.1484769401627,Driving,0
0,649,45.31165222270262,19.002451629624,OnFoot,1
0,652,-4.146513575912241,28.870583236098064,OnFoot,1
0,655,-261.1850377214254,72.09932252916902,OnFoot,0
0,656,-41.93305414996592,19.3283141128763,Driving,0
0,659,-359.58640578022846,-103.98787614741704,Driving,0
0,671,99.07219689863028,-109.44072411603956,OnFoot,1
0,673,-118.21408563062522,-171.0868928624777,OnFoot,0
0,677,147.25681972644716,-26.476816284710235,OnFoot,0
0,698,60.169377137949695,98.20502339976066,Driving,0
0,708,87.77310352199801,81.87911734576039,OnFoot,0
0,712,-2.894161574960346,1.5828809261141132,OnFoot,1
0,714,83.35475626895865,51.67301303047737,OnFoot,0
0,730,-499.30674016970727,86.53590817439103,Driving,0
0,732,-148.7532020738823,32.8939387978274,OnFoot,0
0,735,164.06614300605304,-35.52953251617116,OnFoot,0
0,742,-1070.494397951687,-367.7097785097323,OnFoot,0
0,752,263.3201812648591,-95.15596175762936,OnFoot,0
0,754,-28.164756277049243,59.68659820265272,OnFoot,0
0,756,136.95212557994748,-123.6455462288246,OnFoot,0
0,757,-47.76409278611759,-210.4152416606821,OnFoot,0
0,776,536.7392480615283,-8.363548910151167,OnFoot,0
0,787,330.7005174674144,1.2873120388605628,Driving,0
0,788,-1563.6489539832623,-285.07504806288057,Driving,0
1,18,-36.85230168339461,67.42088423679,OnFoot,0
1,19,139.49190482858174,-77.49194359621785,Driving,0
1,22,-3.5949784781226413,-100.48403892559011,OnFoot,0
1,29,67.28085257390896,-16.589418004112005,OnFoot,0
1,38,1.3652540510136553,-0.0651526308186221,OnFoot,1
1,53,-8.303943824249544,-83.09091476435273,OnFoot,0
1,54,-71.52055987534193,-19.714924303312,Driving,0
1,56,-123.65018765026385,29.14019238501773,OnFoot,0
1,58,193.30704865506613,-264.1092842343551,OnFoot,0
1,60,-33.822886029533905,-4.680130644403771,OnFoot,1
1,66,114.65923563780372,99.67373364661483,OnFoot,0
1,90,-99.02202379473752,50.56196816128818,OnFoot,0
1,93,447.6127581666127,-306.2400220915577,Driving,0
1,94,118.27743092102922,91.7596391438507,OnFoot,0
1,96,2198.976052865107,1783.6136343998246,Driving,0
1,116,-942.4964191562578,1732.0504088160028,Driving,0
1,123,17.30733849828598,-176.32066240102756,Driving,0
1,137,0.8586854748584658,20.791983055139625,OnFoot,0
1,147,26.2184315402441,101.3179571724331,OnFoot,0
1,148,73.80949006398465,42.71057039549184,OnFoot,0
1,152,-194.31135147291536,-195.41642098753056,Driving,0
1,157,-903.5660138533372,-656.2033326101895,Driving,0
1,161,34.7989535106582,38.56059628440781,OnFoot,0
1,168,273.22236642733617,15.53302243382015,Driving,0
1,174,111.28295154604452,-20.580169180971083,Driving,0
1,176,-59.70361716973173,77.12286235681503,OnFoot,0
1,190,90.5417719133002,107.74073821054482,Driving,0
1,191,113.3017833867916,25.519181551825444,Driving,0
1,194,-3.046113885942351,-0.4276569863105453,OnFoot,1
1,195,6.6962843033006605,10.736526135559885,OnFoot,0
1,198,396.81987544601407,245.1974121281138,OnFoot,0
1,204,-18.92967988829633,193.1809954325956,Driving,0
1,206,-144.3494303315887,-226.4340303971162,Driving,0
1,211,-73.47777482309951,110.12850945344628,OnFoot,0
1,215,21.43255078415132,-105.46095920365228,OnFoot,0
1,232,508.6788384269026,516.9230515414829,Driving,0
1,236,165.21513791527263,40.245526558509226,OnFoot,0
1,241,-163.6284622520876,-48.24004869590643,OnFoot,0
1,246,-0.7503786728029608,0.7253471388667567,OnFoot,1
1,247,-23.67912170615952,-11.928707364867778,Driving,0
