Timestep,Person,Nationality,Gender,X_Coord,Y_Coord,Target
0,1,African,female,2,2,0
0,2,German,female,2,-4,0
0,3,Chinese,female,1,2,0
0,4,Indian,male,2,2,0
0,5,American,male,3,4,0
0,6,Indian,male,2,-5,0
0,7,American,female,1,-3,0
0,8,Indian,female,3,5,1
0,9,Chinese,male,2,-6,1
0,10,American,male,1,7,0
0,11,African,female,1,-4,0
0,12,African,female,2,5,0
0,13,Indian,male,3,8,0
0,14,African,female,2,2,0
0,15,Chinese,male,1,2,0
0,16,American,female,2,2,0
0,17,Indian,female,2,6,0
0,18,Chinese,male,1,-1,0
0,19,American,male,1,-5,0
0,20,German,male,2,-1,1
0,21,African,female,3,1,0
0,22,Chinese,female,1,2,0
0,23,African,female,3,2,1
0,24,Indian,female,2,8,0
0,25,German,female,2,5,0
0,26,German,female,1,4,0
0,27,German,male,3,-2,0
0,28,Indian,male,1,-1,0
0,29,Chinese,female,3,-5,0
0,30,American,female,3,6,0
0,31,African,male,1,8,1
0,32,American,female,2,-6,0
0,33,German,female,2,-4,0
0,34,African,female,1,2,0
0,35,Chinese,female,1,5,0
0,36,Indian,male,3,6,0
0,37,African,male,3,-2,0
0,38,African,male,3,-3,0
0,39,American,male,3,4,0
0,40,African,male,2,1,0
0,41,Indian,female,3,4,0
0,42,Indian,female,2,3,0
0,43,Indian,female,1,-1,0
0,44,African,male,3,-1,0
0,45,African,female,2,8,0
0,46,Chinese,female,2,6,0
0,47,American,female,3,-5,0
0,48,Chinese,female,1,2,0
0,49,American,male,3,-3,0
0,50,Indian,female,2,5,0
0,51,African,female,2,8,0
0,52,Indian,female,2,-2,0
0,53,Indian,male,3,-3,0
0,54,Chinese,male,2,7,0
0,55,German,male,2,6,0
0,56,German,male,1,8,1
0,57,African,male,1,6,0
0,58,Indian,female,2,1,0
0,59,American,male,1,8,0
0,60,German,male,3,-3,0
0,61,Indian,male,1,2,1
0,62,American,male,3,-6,0
0,63,Chinese,female,3,8,0
0,64,Indian,male,2,-2,0
0,65,Chinese,female,2,3,0
0,66,Chinese,male,3,-3,0
0,67,American,male,3,5,0
0,68,Indian,female,2,5,0
0,69,American,male,1,-5,0
0,70,African,male,2,-6,0
0,71,American,female,1,7,0
0,72,American,male,1,5,0
0,73,American,female,2,4,0
0,74,Chinese,male,3,-6,1
0,75,Indian,female,1,-5,0
0,76,Indian,female,2,2,0
0,77,Indian,male,3,1,0
0,78,African,male,3,3,0
0,79,Indian,female,2,2,0
0,80,Indian,male,3,6,0
0,81,Chinese,female,3,5,0
0,82,Indian,male,1,2,0
0,83,African,female,1,2,0
0,84,German,female,3,5,0
0,85,American,female,2,4,0
0,86,German,female,2,-5,0
0,87,African,female,1,-4,0
0,88,African,female,2,6,0
0,89,African,male,1,-4,0
0,90,African,female,2,3,0
0,91,African,male,1,3,0
0,92,German,male,2,5,1
0,93,American,male,2,-1,0
0,94,Chinese,female,3,-1,0
0,95,American,female,1,-5,0
0,96,African,male,1,2,0
0,97,Indian,female,3,-1,0
0,98,African,female,3,-6,0
0,99,Indian,male,1,-1,0
0,100,German,female,2,7,0
0,101,Chinese,male,1,2,0
0,102,Indian,female,2,-3,0
0,103,Indian,female,2,-5,0
0,104,German,male,2,4,0
0,105,American,male,3,-1,1
0,106,German,female,2,1,0
0,107,American,male,3,7,0
0,108,African,male,3,-4,0
0,109,African,female,2,1,0
0,110,American,female,2,-6,0
0,111,German,male,2,-1,0
0,112,African,female,2,5,0
0,113,Chinese,male,2,-5,0
0,114,American,female,2,-4,0
0,115,Chinese,male,2,7,1
0,116,American,male,2,7,0
0,117,African,male,3,-1,0
0,118,Chinese,male,2,-2,0
0,119,African,male,3,3,0
0,120,Chinese,female,1,-4,0
0,121,German,female,2,-6,0
0,122,American,female,3,-1,0
0,123,American,female,3,-3,0
0,124,Indian,female,2,4,0
0,125,African,female,3,6,0
0,126,Chinese,male,3,4,0
0,127,Chinese,female,3,1,0
0,128,African,female,2,-3,0
0,129,Chinese,male,1,-1,0
0,130,African,female,2,-4,0
0,131,Chinese,female,3,-1,0
0,132,African,female,3,8,1
0,133,Chinese,female,3,5,0
0,134,Indian,female,2,-4,0
0,135,German,male,1,-1,0
0,136,African,male,2,-3,0
0,137,American,male,2,-5,0
0,138,Indian,female,1,2,0
0,139,German,male,1,3,0
0,140,German,female,2,1,0
0,141,American,female,1,8,0
0,142,German,female,1,6,0
0,143,American,female,3,-6,0
0,144,Indian,female,1,2,0
0,145,Indian,male,1,-1,0
0,146,German,male,1,-1,0
0,147,Chinese,male,1,3,0
0,148,Chinese,male,3,-6,0
0,149,German,male,3,-5,0
0,150,Chinese,female,1,-2,0
0,151,Indian,male,1,-6,0
0,152,German,male,2,7,0
0,153,German,male,2,-3,0
0,154,German,male,2,-5,0
0,155,African,female,3,4,0
0,156,Chinese,male,1,2,0
0,157,African,female,3,-1,0
0,158,Indian,female,3,6,0
0,159,Indian,male,2,4,1
0,160,American,male,3,5,1
0,161,American,male,3,-2,0
0,162,American,male,2,8,0
0,163,African,female,3,-5,0
0,164,Chinese,female,2,1,0
0,165,American,female,3,8,0
0,166,Indian,female,3,5,1
0,167,American,male,2,2,0
0,168,Chinese,male,1,-3,0
0,169,Indian,male,3,-1,0
0,170,Indian,male,2,4,0
0,171,African,male,1,-3,0
0,172,German,male,2,1,0
0,173,Indian,female,1,-1,0
0,174,Indian,female,3,-5,0
0,175,American,female,1,6,0
0,176,Chinese,female,3,3,0
0,177,American,female,1,-6,0
0,178,American,male,2,1,0
0,179,German,male,1,-6,0
0,180,African,male,3,4,0
0,181,Chinese,male,3,8,0
0,182,Indian,female,1,2,1
0,183,German,female,2,-2,0
0,184,Chinese,female,1,-3,0
0,185,African,female,2,5,0
0,186,German,female,1,-6,0
0,187,Indian,female,1,2,1
0,188,American,female,3,-1,0
0,189,German,female,1,5,0
0,190,Indian,female,3,4,0
0,191,German,male,2,6,0
0,192,Chinese,female,2,8,0
0,193,African,male,2,2,0
0,194,Chinese,female,2,-3,1
0,195,American,male,1,6,0
0,196,Indian,female,3,-6,0
0,197,Indian,male,1,-3,0
0,198,American,female,2,-3,0
0,199,Indian,female,3,-6,0
0,200,Indian,male,2,3,1
0,201,Chinese,male,1,-5,0
0,202,Chinese,female,3,-2,0
0,203,Chinese,male,1,6,1
0,204,African,male,2,-2,0
0,205,African,female,3,2,0
0,206,African,female,2,6,0
0,207,German,female,1,-3,0
0,208,German,female,2,5,1
0,209,Chinese,male,2,-3,0
0,210,Indian,female,1,3,0
0,211,American,male,2,5,1
0,212,German,female,1,3,0
0,213,African,female,2,2,0
0,214,German,female,2,2,0
0,215,American,male,3,-6,0
0,216,German,female,1,5,0
0,217,African,female,3,-6,0
0,218,Indian,female,1,2,0
0,219,American,male,3,-2,0
0,220,German,female,3,2,1
0,221,African,female,1,-1,0
0,222,African,male,3,-5,0
0,223,Chinese,female,3,5,0
0,224,American,male,1,-4,0
0,225,Indian,male,2,5,1
