Timestep,Person,Nationality,Gender,X_Coord,Y_Coord,Target
0,1,American,male,1,-1,0
0,2,Chinese,female,3,6,0
0,3,Chinese,male,3,-4,0
0,4,African,male,1,3,0
0,5,Indian,female,1,1,0
0,6,African,female,3,8,0
0,7,American,female,3,5,0
0,8,Chinese,female,2,7,1
0,9,African,male,1,-5,1
0,10,African,female,1,-6,0
0,11,African,male,2,-4,0
0,12,Chinese,female,2,2,0
0,13,German,male,3,-2,1
0,14,Indian,female,2,-1,0
0,15,Indian,male,3,1,1
0,16,German,male,2,7,0
0,17,African,male,2,2,0
0,18,African,female,2,2,0
0,19,Indian,female,1,-1,0
0,20,African,male,2,-1,1
0,21,Indian,female,2,1,0
0,22,African,male,2,1,0
0,23,American,male,3,-5,1
0,24,German,female,1,3,0
0,25,African,male,1,4,0
0,26,Chinese,female,2,-3,0
0,27,African,female,2,-6,0
0,28,Indian,male,3,4,0
0,29,German,female,3,-5,0
0,30,African,female,1,2,0
0,31,African,female,1,-6,1
0,32,German,male,3,-6,0
0,33,Indian,female,3,7,0
0,34,Indian,male,2,2,0
0,35,Chinese,male,3,5,0
0,36,Indian,male,3,8,0
0,37,Indian,female,1,-3,0
0,38,German,female,1,6,0
0,39,American,male,3,3,0
0,40,Chinese,female,2,5,0
0,41,Chinese,female,2,2,0
0,42,Indian,male,2,-6,0
0,43,African,female,3,-5,0
0,44,American,female,3,5,0
0,45,African,female,2,-1,1
0,46,American,female,1,-3,0
0,47,Chinese,female,3,4,0
0,48,German,female,1,2,0
0,49,Chinese,male,3,-6,0
0,50,Chinese,female,2,4,1
0,51,German,male,2,-3,1
0,52,Indian,male,3,-3,0
0,53,German,male,2,4,0
0,54,American,female,2,7,0
0,55,Chinese,male,2,7,0
0,56,Chinese,male,2,-5,1
0,57,Indian,male,2,-2,0
0,58,Indian,female,3,-1,0
0,59,African,female,3,7,0
0,60,German,male,1,1,0
0,61,African,male,2,-1,1
0,62,African,male,2,7,0
0,63,African,male,3,5,0
0,64,American,male,3,4,0
0,65,Chinese,male,1,-5,0
0,66,German,male,1,5,0
0,67,African,female,2,-4,0
0,68,African,male,3,-6,0
0,69,American,male,2,2,0
0,70,African,male,1,-1,0
0,71,American,female,2,8,1
0,72,German,male,1,-6,1
