Step,Entity,X_Coord,Y_Coord,groundtruth,Label
0,3,-13.283195502403938,19.39847319023092,OnFoot,1
0,4,-260.2308798699649,-466.3366798229686,Driving,0
0,6,49.06087329013258,-791.675446872527,Driving,1
0,15,-12.72746836085118,21.598680872128565,OnFoot,1
0,19,139.0306431150896,-77.86035292895632,OnFoot,0
0,22,-9.011754851844271,-103.58477754236972,OnFoot,0
0,24,1952.494514392591,-770.2804099386094,Driving,0
0,28,-54.60458499634152,-31.66233717632344,OnFoot,0
0,29,63.98454684496711,-16.226995146591953,OnFoot,0
0,30,-193.54182983778185,-106.33406006813978,Driving,1
0,35,86.36195980145675,-35.96204271343426,OnFoot,0
0,36,1003.2717918372592,839.7277719416338,Driving,0
0,38,2.512340231059404,-5.52521228197808,OnFoot,1
0,43,-81.762296610113,135.68263031932548,OnFoot,1
0,45,2.5546963708758126,-14.105315293395105,OnFoot,1
0,54,-68.17214551731716,-40.81818468916985,Driving,0
0,58,193.27153286266093,-263.8352698594414,OnFoot,0
0,60,-33.87981408917776,-4.656372352609676,OnFoot,1
0,66,114.2952191619637,99.6332606439092,OnFoot,0
0,69,81.03996390437715,76.44774893113787,OnFoot,0
0,75,-5.235795269162889,6.369715057772675,OnFoot,1
0,81,-76.70854614019973,44.52462153171026,Driving,0
0,86,-104.9797997429012,-1.2735451529421835,OnFoot,0
0,96,2271.7278382991817,1865.7967389037308,Driving,0
0,100,-19.044207982801986,-11.400977237473004,OnFoot,1
0,102,23.993957882485645,-213.49459598781084,OnFoot,0
0,104,-0.260936777290202,10.787778627232823,OnFoot,1
0,107,-14.995354443373248,5.984908896633615,OnFoot,1
0,114,-9.49795578985674,-0.7457533030471668,OnFoot,1
0,118,-84.05834517420217,203.35764807773705,OnFoot,0
0,123,17.59844736922728,-176.62849311265157,Driving,0
0,124,101.05464192065436,-31.09237170609664,OnFoot,0
0,131,308.1324802275469,-129.3430697086074,Driving,0
0,132,38.48602267108628,-62.30643449732276,Driving,1
0,134,-10.89218219945697,2.7121562538571893,OnFoot,1
0,136,-280.90602896552053,-100.25889244561488,Driving,0
0,138,3.1477841731477723,-38.113231960167006,OnFoot,1
0,143,2.0703623663654733,-4.023799411829517,OnFoot,1
0,147,25.204676265890548,103.27338231003422,OnFoot,0
0,148,73.80687430357565,42.72015626661499,OnFoot,0
0,152,-161.6354845677213,-273.7798826558371,Driving,0
0,161,34.806306665188515,38.56499396730424,OnFoot,0
0,166,766.3299111359504,143.57865574159715,Driving,0
0,167,-54.04962320119721,37.28695724523431,Driving,1
0,172,19.36678996707372,-96.86400035667268,Driving,1
0,176,-62.393915592261806,67.93243259211768,OnFoot,0
0,180,-1435.983081769983,4819.598497364637,Driving,0
0,181,389.13279952173457,209.9807998775724,Driving,0
0,191,133.11698518629632,25.690809491392645,Driving,0
0,198,392.50755369629326,243.2706620103405,OnFoot,0
0,205,-34.13649984466792,-36.92460946238885,OnFoot,1
0,206,-171.28992212366617,-223.85031243302564,Driving,0
0,208,-321.3897321836557,277.6488622699481,Driving,1
0,211,-78.00301392360402,106.02833397249772,OnFoot,0
0,212,-63.14030883586169,68.89321306334524,OnFoot,0
0,215,21.435353374629848,-105.45019869179642,OnFoot,0
0,228,-0.6538036747097322,-3.553948160591254,OnFoot,1
0,229,-0.3531078764986749,-0.2418247567782113,OnFoot,1
0,231,2.1372557121319344,0.6886873806469815,OnFoot,1
0,233,-113.80901754427254,-177.29618546511668,Driving,0
0,244,-35.464536940126564,7.503463524356429,Driving,1
0,249,132.91237752638636,192.74106424832075,Driving,0
0,252,-99.77446464742766,109.1904879369951,Driving,0
0,254,-95.84661233702153,138.8696651710114,OnFoot,0
0,255,275.9472664316549,-65.04493586246429,OnFoot,0
