Entity,Step,X_Coord,Y_Coord,Label
0,0,118.9882157398538,-104.80218954870524,0
0,1,118.9305553581612,-104.9370719706682,0
0,2,118.92219502404711,-105.01115009495012,0
0,3,118.77239368425896,-104.96709719301936,0
0,4,119.180928908776,-105.4834999497118,0
0,5,119.60107176632792,-105.8749320939938,0
0,6,119.64294435068904,-105.90205934884128,0
0,7,119.50568350831976,-105.74688925758603,0
0,8,119.45772956783335,-105.53033527931456,0
0,9,119.4260830483378,-105.45683674764211,0
0,10,119.39816799374996,-105.43875191214796,0
0,11,119.3274474894253,-105.37968639807784,0
0,12,119.2795290090244,-105.36189135953094,0
0,13,119.28232760558116,-105.40345163005328,0
0,14,119.28792480223213,-105.48657217433104,0
0,15,119.3028151953977,-105.50946801612784,0
0,16,119.31165969096948,-105.5416960722771,0
0,17,119.0055978682486,-105.75413418184768,0
0,18,118.98141427701464,-105.79146304058376,0
0,19,118.99025877314864,-105.82369109803862,0
0,20,118.80228085183816,-105.60916569642912,0
0,21,118.77761309772504,-105.54018837475456,0
0,22,118.59381534325682,-105.28862391133563,0
0,23,118.23883125445582,-105.07189567721302,0
0,24,100.31310241490556,-90.4246332131271,0
0,25,89.93189589022691,-49.45031180630819,0
0,26,108.74986172245222,-32.74536674259489,0
0,27,129.664976783071,-24.089842436030334,0
0,28,150.23645626582635,-18.85518572445668,0
0,29,155.69658814379824,-16.88093451430764,0
0,30,155.8472514296504,-16.541322959191604,0
0,31,156.06296710343491,-15.780138493755736,0
0,32,156.0769246312247,-15.789180911824054,0
0,33,156.0959951902407,-15.775037691168912,0
0,34,158.071599072969,-15.279562793703,0
0,35,174.58851226401245,-13.16823951168709,0
0,36,186.3689696777512,-4.252155735760255,0
0,37,180.912256871749,24.151482869944783,0
0,38,173.02568363441938,48.1009880809825,0
0,39,171.65880197165063,51.45085166086968,0
0,40,170.686203425972,50.72954739774277,0
0,41,170.22228679365162,51.37457258471685,0
0,42,168.1318449279773,58.333224671299206,0
0,43,160.12625353943815,89.69981780455518,0
0,44,147.2072919013865,133.8683705323886,0
0,45,132.25188823772413,184.7883535816004,0
0,46,112.3946906438267,225.34343175301257,0
0,47,83.31764189657866,243.0416484228953,0
0,48,68.8622721451525,252.539085252275,0
0,49,49.70458901592059,244.34814122998347,0
0,50,16.0763008183536,192.8537332239892,0
0,51,-26.78170048121757,129.45258006900826,0
0,52,-70.88998610727376,62.51573348162414,0
0,53,-110.30639441969272,-1.246945904134357,0
0,54,-147.03863680290175,-59.673568228461214,0
0,55,-176.83155762460223,-110.14172615744964,0
0,56,-201.65292143993724,-144.93755333315224,0
0,57,-211.13514522511187,-157.3564111148806,0
0,58,-232.3796396043183,-189.3686319591445,0
0,59,-288.83031021529166,-257.5705307201359,0
0,60,-300.41315020161727,-221.6473165499613,0
0,61,-318.8563646210834,-172.05824335988842,0
0,62,-341.9124260258086,-107.09285081990404,0
0,63,-366.0593717397125,-36.9292933858182,0
0,64,-388.2806628034556,32.092716551352794,0
0,65,-411.79533960791065,101.8864042393133,0
0,66,-434.59516024458446,175.13869372362407,0
