Entity,Step,X_Coord,Y_Coord,Label
9,0,431.6359828151129,1689.8429741548616,0
9,1,353.3836813974224,1597.9958398264323,0
9,2,258.5804548981448,1523.268519743016,0
9,3,181.5519666563672,1458.4695862795795,0
9,4,167.60657423293787,1377.124454184547,0
9,5,211.08902999349075,1301.0508675433489,0
9,6,291.2508314201392,1242.8672348659588,0
9,7,370.4950723771449,1161.1683574736037,0
9,8,409.35810222769913,1046.1988084332015,0
9,9,390.4400252689448,927.6058274955642,0
9,10,332.32494892616245,817.5233202172383,0
9,11,269.5826747251384,718.6619391992963,0
9,12,212.4534437636847,633.6854481748129,0
9,13,175.3203527278216,558.0936172740724,0
9,14,160.83931116231102,480.8438543981871,0
9,15,168.5402910348058,413.5115095266342,0
9,16,190.29890034543604,366.0685358283567,0
9,17,219.6060279142391,326.5429017999392,0
9,18,236.8101840095975,300.77347183608015,0
9,19,241.7179444977565,292.24623244556057,0
9,20,239.83111276512784,290.4145876016855,0
9,21,243.04585651891668,285.7237175693498,0
9,22,246.2448746307849,281.42491233731977,0
9,23,241.4063892617986,260.11331632258447,0
9,24,236.6238903571736,252.77425507724425,0
9,25,231.3369126602368,242.1669954412539,0
9,26,210.8299832995576,204.6143544980501,0
9,27,188.6211297352523,167.11102138340675,0
9,28,182.42125262954283,160.2203623974042,0
9,29,182.4235009248624,158.25519524168163,0
9,30,182.26549312156783,158.23316593349173,0
9,31,182.41651175046363,158.42944626404358,0
9,32,182.40834957159532,158.44203077511304,0
9,33,182.4135975593299,158.45437376937832,0
9,34,181.7343161412234,157.82607579883583,0
9,35,181.33496199059235,158.66658134988393,0
9,36,179.51392258340405,154.6696247567313,0
9,37,156.3533505092831,112.97333472437418,0
9,38,122.65789885542468,50.32922814236163,0
9,39,82.76663896910013,-19.49789219968496,0
9,40,43.87242950771628,-88.5531874489159,0
9,41,6.31817358584658,-155.21973814229105,0
9,42,-33.37545893041744,-225.67851202453076,0
9,43,-74.68943050617952,-297.0720107563976,0
9,44,-110.25406995688266,-357.9785144261692,0
9,45,-138.77901385340397,-406.7297609741652,0
9,46,-169.99030414592028,-460.861599917167,0
9,47,-199.21909539081517,-512.0627972985628,0
9,48,-216.79646257119236,-542.280318240055,0
9,49,-229.0822577478884,-563.532413679623,0
9,50,-232.67420880827157,-571.8692612019015,0
9,51,-231.58681234427,-571.7271575162039,0
9,52,-234.09170915320323,-574.2814841640895,0
9,53,-249.53839956339624,-599.6307805708161,0
9,54,-265.33031467159674,-626.3482044141199,0
9,55,-289.1147863138973,-668.8603525003648,0
9,56,-318.228158479732,-720.6481915682293,0
9,57,-347.59983060430204,-772.6303788353589,0
9,58,-378.37673537614376,-826.4715407867213,0
9,59,-400.3308324267584,-864.8376502813793,0
9,60,-408.0881826717373,-875.0894808812541,0
9,61,-410.8759759069399,-880.3749648946318,0
9,62,-422.9392905347712,-907.364759552184,0
9,63,-432.5564137904285,-927.5206666561974,0
9,64,-432.2491224389405,-926.972731737565,0
9,65,-433.4985955793141,-926.8445099547728,0
9,66,-433.6583506752349,-926.8229765095988,0
9,67,-436.2549008888553,-932.0559360043128,0
9,68,-443.8788518024052,-958.7587767960893,0
9,69,-424.1084846296316,-993.4299315786365,0
9,70,-395.96067959385454,-1038.034065588356,0
9,71,-366.5996180053013,-1084.3453329595866,0
12,0,16.011029458988254,56.428371511891065,0
12,1,22.013891868437707,59.74864120490231,0
12,2,25.34944573930842,56.07095663375277,0
12,3,27.01752624631649,60.664854153128914,0
12,4,19.98970779581679,73.13819979681512,0
12,5,20.9366468022915,80.8722284893565,0
12,6,12.082818554545852,111.29624521104932,0
12,7,40.45046588629791,151.59319863840085,0
12,8,57.97317627029374,177.20779464067417,0
12,9,71.27767783973408,189.770395834229,0
12,10,93.02664490955864,198.51131906384143,0
12,11,93.42298432521729,202.22355538030868,0
12,12,39.79883733410479,64.2745174453872,0
12,13,34.215130572044075,55.56268856349871,0
12,14,24.900229724189654,56.416045491138966,0
12,15,16.20665496936006,53.928970265760505,0
12,16,8.571728476301024,53.56629937102461,0
12,17,1.076031974180836,50.98994937032631,0
12,18,-3.724946878782277,50.48040810786162,0
12,19,-5.666996985810901,51.5694166573162,0
12,20,-2.9837997329473502,49.47460460696713,0
12,21,-8.612765508388772,48.99882060613741,0
12,22,-9.432368370297665,44.86103814868109,0
12,23,-5.790338263825507,44.69032944958136,0
12,24,-15.039376442768363,46.89746012166566,0
12,25,-31.467693098111795,43.84741302180567,0
12,26,-44.414186745707454,43.22206383388507,0
12,27,-47.61451592881657,41.78606609263776,0
12,28,-47.7477989968956,41.09478252830654,0
12,29,-48.142570243658334,41.549126465093785,0
12,30,-48.142570243658334,41.549126465093785,0
12,31,-49.11984057361885,41.65727569493601,0
12,32,-49.656866521326464,44.31922901141506,0
12,33,-49.05192465783863,45.53317434345839,0
12,34,-49.05192465783863,45.53317434345839,0
12,35,-55.834863718688034,43.9882328877657,0
12,36,-64.63404147580852,22.99008031893003,0
12,37,-74.52777228960511,0.6431178816862513,0
12,38,-76.14394766029045,-5.492049633735647,0
12,39,-75.03252529479776,-10.342072600486212,0
12,40,-55.43805675639884,-22.129592076730138,0
12,41,-7.723276246645856,-47.293755432920165,0
12,42,18.427949958487574,-64.62179136803512,0
12,43,13.242039152488475,-73.78189446008783,0
12,44,14.674957499053727,-78.7845505672463,0
12,45,14.674957499053727,-78.7845505672463,0
12,46,13.648918369201738,-68.8019708340367,0
12,47,12.5572875254331,-73.06181309890125,0
12,48,10.5896583017369,-81.17371568175878,0
12,49,11.23850513181901,-81.1182025795459,0
12,50,11.23850513181901,-81.1182025795459,0
12,51,10.133029689839542,-79.1731422835492,0
12,52,9.965195871627394,-86.16644403560144,0
12,53,13.752514519683968,-83.12870373071888,0
12,54,13.048840338957357,-78.73191443972479,0
12,55,13.80793988257177,-80.12551517196663,0
12,56,10.969501859965298,-81.23419266068349,0
12,57,6.587678654444666,-87.13529311191758,0
12,58,3.4527166229272126,-91.75590593700366,0
12,59,0.9121566538967087,-96.43026073952248,0
12,60,-2.9295042668316285,-96.6601540003742,0
12,61,-3.006876893396722,-95.99270435558957,0
12,62,-1.4187177763814134,-97.7918709240345,0
12,63,0.6351532130754194,-96.16341305468931,0
12,64,4.906136131460499,-90.08584554314832,0
12,65,10.806260919840518,-84.05484443307387,0
12,66,13.95517004389248,-82.72203204460459,0
12,67,13.601279053771712,-83.43219006381058,0
12,68,14.098890418702446,-83.68016329493395,0
12,69,14.072937849887662,-82.90952829645086,0
12,70,14.072937849887662,-82.90952829645086,0
12,71,18.95831934385226,-80.16136374709399,0
21,0,3.928410129567218,4.05944239242057,0
21,1,3.896060025636443,4.051302441376604,0
21,2,3.9115652332004047,4.080819034903686,0
21,3,3.8468650245726512,4.064539132622963,0
21,4,3.834061146802472,4.069855801620081,0
21,5,3.762618589305231,4.034802608967234,0
21,6,3.5806410212233533,3.937782983386578,0
21,7,3.537507549060252,3.926929715263693,0
21,8,3.426972538762748,3.864963281194756,0
21,9,3.286107933306117,3.786826909813023,0
21,10,3.0798623000191414,3.649547386601992,0
21,11,2.934275855518007,3.5446077376309657,0
21,12,2.893162892126555,3.525724483239251,0
21,13,2.7691431835158102,3.426211470708324,0
21,14,-0.2635309341302887,3.585274268015045,0
21,15,-1.2387120031944825,3.5875119289046515,0
21,16,-1.3808284991398176,4.106747737578689,0
21,17,-0.7103269667063338,3.720464464036564,0
21,18,-0.477199737021755,3.386358204497729,0
21,19,-0.4859625957162282,3.375614901342772,0
21,20,-0.4954062733261624,3.32200834749811,0
21,21,-0.0210039254661803,3.031535089823916,0
21,22,0.3139393557923029,3.021891431606549,0
21,23,0.8424121913608019,3.701322910976826,0
21,24,0.6827260791089834,3.925832641985125,0
21,25,0.1239675475860271,3.503470695516747,0
21,26,-0.4637589389665195,3.15066531369336,0
21,27,-0.6713662119039586,2.927659289858464,0
21,28,-1.0636743317451287,2.4361806405291047,0
21,29,-0.8879338920651112,1.4643323390917395,0
21,30,-0.8670918749658656,1.153656250818463,0
21,31,-0.5402525812691881,1.0395128042729511,0
21,32,-0.32458521968748,1.0937791450801668,0
21,33,0.1956738794445874,0.9856121543015351,0
21,34,0.0654389938538572,-0.0461490508956096,0
21,35,0.0189014221339018,-0.2713185688664617,0
21,36,1.4192239877500648,-0.9606520055077148,0
21,37,-0.4652080016304028,-1.6738886968036883,0
21,38,-3.896427368572868,-3.07517247489601,0
21,39,-4.122856148018364,-2.995532397482005,0
21,40,-4.035249514123107,-3.024719097053641,0
21,41,-2.5661857192710755,-3.71383260318066,0
21,42,-2.334354280525148,-3.723806154405136,0
21,43,-2.3397349894570416,-3.6568529452945255,0
21,44,-2.3437760091070112,-3.640792970860191,0
21,45,-2.30064253694391,-3.6299397027373055,0
21,46,-1.364597820076589,-3.9323300777327503,0
21,47,0.0026718712714643,-4.809286450459478,0
21,48,0.1718894609797715,-4.433710683191954,0
21,49,-0.2013557039484191,-3.7250183359696742,0
21,50,-0.2491451664442114,-3.352815672743626,0
21,51,-0.2424028170004594,-3.334042384653762,0
21,52,-0.2248771009519812,-3.31255577625438,0
21,53,-0.218134752082493,-3.293782485882255,0
21,54,-0.2356604691843074,-3.315269093333299,0
21,55,-0.4162763973285908,-3.3265622194312208,0
21,56,-0.594871815647889,-3.3458853327463087,0
21,57,-1.0538128556276507,-3.2991349530936507,0
21,58,-1.402899704991574,-3.2332813902545525,0
21,59,-1.4925268489989476,-3.1960647023246187,0
21,60,-1.4945473585368008,-3.188034716248581,0
21,61,-1.099647657297402,-3.344821484881865,0
21,62,-0.750516909015942,-3.1374355763651383,0
21,63,-1.1366537515608677,-2.9699055045768974,0
21,64,-1.758048082777115,-3.1433378667122893,0
21,65,-1.8038609343654597,-3.0524046620592333,0
21,66,-1.8058814439033128,-3.044374675983196,0
21,67,-1.8126237930599325,-3.06314796521419,0
21,68,0.0810323753198226,-3.662502080291696,0
21,69,0.2679293309754442,-2.309101553344877,0
21,70,0.2413330821874326,-0.0616592025797739,0
21,71,0.5400169386292637,0.7563355783802118,0
25,0,0.1203660706412788,0.1877351071560068,0
25,1,0.1166515983952481,0.174187379879651,0
25,2,0.1536257064981648,0.180550060847488,0
25,3,0.1854336766860902,0.1937688425628081,0
25,4,0.1587918443100089,0.173693961549784,0
25,5,0.1195549287927227,0.1333797277058418,0
25,6,0.151362900448953,0.1465985074725411,0
25,7,0.1387678173077482,0.1263591546416231,0
25,8,0.1542662307432805,0.1057908567485109,0
25,9,0.1468372862512193,0.0786954021957994,0
25,10,0.0795068735261907,0.0387101129385826,0
25,11,0.0528650411501093,0.0186352319255585,0
25,12,0.0565795126619876,0.0321829601762247,0
25,13,0.0728890694143807,0.0659700397846568,0
25,14,0.0396294329264894,0.0731550856177069,0
25,15,0.0625567937906925,0.0796822383800649,0
25,16,0.0929130970476467,0.1133048471682864,0
25,17,0.0943647633476126,0.0929010196199162,0
25,18,0.1017937078396739,0.1199964741726278,0
25,19,0.0737002106319314,0.1203254187593531,0
25,20,0.0596534612939078,0.1204898920270262,0
25,21,0.1055081808198568,0.1335442004746732,0
25,22,0.1106743186317009,0.1266881011769692,0
25,23,0.0788663484437755,0.1134693194616491,0
25,24,0.0522245166986995,0.0933944389240937,0
