Timestep,Person,Nationality,Gender,X_Coord,Y_Coord,Target
0,1,African,female,3,5,0
0,2,American,female,2,4,0
0,3,Chinese,male,3,-3,0
0,4,German,male,3,7,0
0,5,Chinese,female,3,6,0
0,6,American,male,3,4,0
0,7,Chinese,male,3,-2,0
0,8,African,male,1,3,1
0,9,American,male,2,-6,1
0,10,Chinese,male,2,8,0
0,11,Chinese,female,3,-1,0
0,12,American,male,1,-3,0
0,13,American,male,2,-6,0
0,14,Indian,male,3,4,0
0,15,American,male,3,-3,0
0,16,Chinese,female,2,-2,0
0,17,Chinese,male,1,-6,0
0,18,African,female,2,5,0
0,19,German,male,1,4,0
0,20,American,female,3,7,0
0,21,American,male,2,1,0
0,22,German,female,3,6,0
0,23,American,male,1,-5,1
0,24,German,female,1,5,0
0,25,Indian,male,1,2,0
0,26,American,male,2,8,0
0,27,Chinese,male,3,6,0
0,28,American,female,1,7,0
0,29,Indian,female,2,4,0
0,30,American,female,2,6,0
0,31,African,male,2,3,0
0,32,Indian,male,2,3,0
0,33,American,female,2,5,0
0,34,African,female,3,8,0
0,35,German,female,2,5,0
0,36,Chinese,male,2,8,0
0,37,Chinese,female,2,5,0
0,38,African,female,3,-1,0
0,39,African,female,2,5,0
0,40,American,female,1,6,0
0,41,American,female,1,-1,0
0,42,African,female,1,3,0
0,43,Chinese,male,1,7,0
0,44,African,male,2,-1,0
0,45,Indian,female,2,-6,0
0,46,German,male,3,-4,0
0,47,German,male,3,-6,0
0,48,Indian,male,3,-6,0
0,49,American,male,3,-3,0
0,50,German,male,1,8,0
0,51,German,male,3,3,0
0,52,African,female,2,-2,0
0,53,Chinese,female,3,3,0
0,54,American,male,1,-3,0
0,55,African,male,3,-5,0
0,56,African,male,1,2,1
0,57,German,male,1,-3,0
0,58,Indian,female,1,1,1
0,59,Chinese,female,3,7,0
0,60,American,male,2,-1,0
0,61,American,male,2,-4,1
0,62,African,male,3,2,0
0,63,Chinese,male,1,-6,0
0,64,German,female,2,-1,0
0,65,German,female,1,-6,0
0,66,American,female,3,6,0
0,67,Indian,male,1,7,0
0,68,German,male,2,2,0
0,69,Indian,male,1,8,0
0,70,African,male,3,1,0
0,71,Chinese,male,3,5,0
0,72,German,male,1,4,0
0,73,African,female,2,-5,1
0,74,African,female,2,-2,1
0,75,Chinese,female,2,5,0
0,76,African,male,1,3,0
0,77,African,female,1,-1,0
0,78,Chinese,male,3,-2,0
0,79,Indian,female,2,8,0
0,80,African,female,2,-1,0
0,81,German,male,1,-3,1
0,82,German,female,3,-4,0
0,83,German,male,3,-3,0
0,84,German,female,2,1,1
0,85,Chinese,female,1,-2,0
0,86,German,female,1,-6,0
0,87,Indian,female,2,3,0
0,88,German,female,2,4,0
0,89,Indian,male,2,1,0
0,90,African,female,1,7,0
0,91,German,female,1,3,0
0,92,German,female,2,-4,1
0,93,American,female,2,3,0
0,94,Chinese,female,1,-4,0
0,95,Chinese,male,2,5,0
0,96,Indian,female,1,6,0
0,97,American,female,2,7,0
0,98,American,male,2,-6,0
0,99,American,male,2,8,0
0,100,German,female,1,1,1
0,101,Chinese,female,3,8,0
0,102,Indian,male,2,-1,0
0,103,African,male,1,5,0
0,104,German,female,1,7,0
0,105,American,female,1,2,0
0,106,Indian,female,1,-2,0
0,107,Indian,female,3,4,0
0,108,African,female,3,-1,0
0,109,German,male,3,-5,1
0,110,Chinese,male,1,-3,0
0,111,German,male,1,2,0
0,112,American,male,1,2,0
0,113,Chinese,male,3,-3,0
0,114,African,female,3,8,0
0,115,German,male,2,-6,0
0,116,Chinese,male,2,-4,0
0,117,German,male,2,1,0
0,118,American,male,1,-5,1
0,119,German,female,3,-1,0
0,120,African,female,3,-1,0
0,121,African,female,1,4,0
0,122,American,female,2,-2,0
0,123,American,male,2,-6,0
0,124,Chinese,female,1,-6,0
0,125,African,male,3,6,0
0,126,Chinese,male,3,2,0
0,127,African,female,1,6,0
0,128,Indian,female,1,7,0
0,129,German,female,1,-1,0
0,130,Indian,female,1,3,0
0,131,African,female,2,3,0
0,132,Chinese,female,1,5,1
0,133,African,female,2,3,0
0,134,African,male,2,2,0
0,135,Indian,male,3,-1,0
0,136,American,male,3,4,0
0,137,Chinese,male,2,-6,0
0,138,Chinese,male,2,8,0
0,139,German,male,2,-1,0
0,140,Chinese,male,1,-6,0
0,141,German,male,2,-3,0
0,142,African,male,2,1,0
0,143,African,male,3,2,0
0,144,African,male,2,2,0
0,145,African,male,3,-4,0
0,146,African,female,2,-1,0
0,147,German,female,3,-6,0
0,148,German,male,2,-1,0
0,149,African,female,2,8,0
0,150,African,male,3,6,0
0,151,Chinese,female,2,-2,0
0,152,African,male,3,3,0
0,153,Chinese,male,3,8,0
0,154,Chinese,male,2,3,0
0,155,Indian,female,3,-3,0
0,156,German,male,2,-2,0
0,157,American,male,1,3,0
0,158,African,male,2,-5,0
0,159,American,female,1,-1,0
0,160,African,male,1,2,0
0,161,Chinese,female,1,5,0
0,162,German,female,1,8,0
0,163,Chinese,male,2,6,0
0,164,German,female,3,-4,0
0,165,African,female,2,2,0
0,166,African,female,2,-2,1
0,167,African,male,3,5,0
0,168,Indian,male,3,8,0
0,169,American,male,3,7,0
0,170,African,male,1,3,0
0,171,Chinese,male,2,-1,0
0,172,Indian,female,2,7,0
0,173,Indian,female,2,4,0
0,174,African,male,1,6,0
0,175,German,female,3,7,0
0,176,German,female,1,-2,0
0,177,Indian,female,3,-4,0
0,178,Indian,female,2,1,0
0,179,African,female,2,4,0
0,180,African,male,3,7,0
0,181,African,female,3,-3,0
0,182,American,female,2,3,0
0,183,American,female,1,-2,0
0,184,American,female,3,-1,0
0,185,Chinese,female,2,7,0
0,186,African,female,1,-5,0
0,187,Chinese,female,3,6,0
0,188,German,female,3,4,0
0,189,American,male,3,6,0
0,190,Indian,female,3,6,0
0,191,African,female,3,2,0
0,192,African,male,2,-2,0
0,193,German,male,3,8,0
0,194,Indian,female,3,-6,0
0,195,Indian,male,3,-1,0
0,196,Chinese,male,3,-6,0
0,197,Indian,female,1,-2,0
0,198,African,female,3,-3,0
0,199,Indian,male,2,5,0
0,200,American,female,2,5,0
0,201,African,female,3,3,0
0,202,German,female,3,3,0
0,203,African,female,2,-2,0
0,204,African,female,2,-1,0
0,205,African,female,2,7,0
0,206,German,male,1,-5,0
0,207,German,female,3,3,0
0,208,Chinese,male,2,8,1
0,209,American,female,3,-2,0
0,210,Chinese,female,1,4,0
0,211,African,female,1,-6,1
0,212,German,female,3,3,1
0,213,Indian,female,1,-2,0
0,214,Indian,male,3,1,0
0,215,Indian,female,1,7,0
0,216,Indian,female,1,-2,0
0,217,Indian,male,3,-2,0
0,218,Chinese,male,3,3,0
0,219,Chinese,female,2,1,0
0,220,African,male,2,-4,1
0,221,German,male,1,-5,0
0,222,Indian,male,3,-4,0
0,223,African,female,3,-6,0
0,224,Chinese,female,2,1,0
0,225,American,female,1,8,0
0,226,German,male,2,-1,0
0,227,German,male,3,-2,1
0,228,American,female,2,2,0
0,229,German,male,3,3,0
0,230,Indian,male,1,-6,0
0,231,Chinese,male,3,-3,0
0,232,African,female,2,2,0
0,233,Indian,female,2,-5,0
0,234,American,female,2,-2,0
